# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CPSF7	CPSF7	NM_024811.3	protein_coding	0	1	0	51	3	0	0	0	0	0	0	12	0	28	0	0	0	0	0	0	0	0	0	0	1	8
CPT1A	CPT1A	NM_001031847.2	protein_coding	0	4	2	238	1	0	0	0	0	0	0	8	0	222	2	0	0	0	0	2	0	0	0	0	2	9
CPT1A	CPT1A	NM_001876.4	protein_coding	0	4	2	237	3	0	0	0	0	0	0	8	0	219	2	0	0	0	0	2	0	0	0	0	2	9
CRACR2B	CRACR2B	NM_001286606.2	protein_coding	0	0	4	60	1	0	4	0	0	0	0	33	0	6	4	0	0	0	0	1	0	0	0	0	0	16
CRACR2B	CRACR2B	NM_173584.4	protein_coding	0	0	4	60	1	0	0	0	0	0	0	33	0	6	4	0	0	0	0	1	0	0	0	0	0	20
CREB3L1	CREB3L1	NM_052854.4	protein_coding	0	1	3	111	2	0	0	0	0	0	0	12	0	91	3	0	0	0	0	1	0	0	0	0	0	7
CREBZF	CREBZF	NM_001039618.3	protein_coding	0	2	0	23	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	9
CREBZF	CREBZF	NR_028024.2		0	0	0	25	0	0	0	0	0	0	0	6	0	1	0	9	0	0	0	0	0	0	0	0	0	9
CREBZF	CREBZF	NR_028025.2		0	0	0	25	0	0	0	0	0	0	0	6	0	1	0	9	0	0	0	0	0	0	0	0	0	9
CREBZF	CREBZF	NR_028026.2		0	0	0	25	0	0	0	0	0	0	0	6	0	1	0	9	0	0	0	0	0	0	0	0	0	9
CREBZF	CREBZF	NR_028027.2		0	0	0	25	0	0	0	0	0	0	0	6	0	1	0	9	0	0	0	0	0	0	0	0	0	9
CRTAM	CRTAM	NM_001304782.2	protein_coding	0	2	1	57	7	0	0	0	0	0	0	14	0	24	1	0	0	0	0	2	0	0	0	0	1	13
CRTAM	CRTAM	NM_019604.4	protein_coding	0	2	2	116	7	0	0	0	0	0	0	14	0	79	2	0	0	0	0	3	0	0	0	0	1	17
CRY2	CRY2	NM_001127457.2	protein_coding	0	2	1	99	6	0	0	0	0	0	0	7	0	73	1	0	0	0	0	2	0	0	0	0	0	15
CRY2	CRY2	NM_021117.5	protein_coding	0	2	1	99	6	0	0	0	0	0	0	7	0	71	1	0	0	0	0	2	0	0	0	0	0	17
CRYAB	CRYAB	NM_001289807.1	protein_coding	0	3	1	33	0	1	2	0	0	0	0	8	0	11	1	0	0	0	0	1	0	0	0	0	1	13
CRYAB	CRYAB	NM_001289808.2	protein_coding	0	2	1	29	0	0	0	0	0	0	0	8	0	5	1	0	0	0	0	1	0	0	0	0	1	17
CRYAB	CRYAB	NM_001330379.1	protein_coding	0	1	0	29	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	1	0	0	0	0	0	17
CRYAB	CRYAB	NM_001368245.1	protein_coding	0	2	1	53	0	0	1	0	0	0	0	8	0	31	1	0	0	0	0	1	0	0	0	0	1	14
CRYAB	CRYAB	NM_001368246.1	protein_coding	0	1	0	29	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	1	0	0	0	0	0	17
CRYAB	CRYAB	NM_001885.3	protein_coding	0	3	1	33	0	1	2	0	0	0	0	8	0	11	1	0	0	0	0	1	0	0	0	0	1	13
CSKMT	CSKMT	NM_001043229.2	protein_coding	0	0	2	24	3	0	0	0	0	0	0	11	0	2	2	0	0	0	0	0	0	0	0	0	0	8
CSNK2A3	CSNK2A3	NM_001256686.2	protein_coding	0	3	9	52	0	0	0	0	0	0	0	31	0	0	9	0	0	0	0	0	0	0	0	0	3	21
CSRP3	CSRP3	NM_001369404.1	protein_coding	0	0	1	89	0	0	0	0	0	0	0	11	0	71	1	0	0	0	0	0	0	0	0	0	0	7
CSRP3	CSRP3	NM_003476.5	protein_coding	0	1	0	89	0	0	0	0	0	0	0	11	0	71	0	0	0	0	0	0	0	0	0	0	1	7
CST6	CST6	NM_001323.4	protein_coding	0	1	0	48	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	1	22
CSTF3	CSTF3	NM_001033505.1	protein_coding	0	1	0	83	0	1	2	0	0	0	0	6	0	58	0	0	0	0	0	0	0	0	0	0	0	17
CSTF3	CSTF3	NM_001033506.1	protein_coding	0	1	0	83	0	1	2	0	0	0	0	6	0	58	0	0	0	0	0	0	0	0	0	0	0	17
CSTF3	CSTF3	NM_001326.3	protein_coding	0	2	0	206	1	1	2	0	0	0	0	11	0	176	0	0	0	0	0	1	0	0	0	0	0	17
CSTF3-DT	CSTF3-DT	NR_034027.1		0	0	0	104	0	0	0	0	0	0	0	9	0	74	0	5	0	0	0	0	0	0	0	0	0	16
CTNND1	CTNND1	NM_001085458.2	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085459.2	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085460.2	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085461.2	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085462.2	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085463.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085464.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085465.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085466.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085467.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085468.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001085469.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206883.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206884.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206885.2	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206886.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206887.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206888.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206889.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206890.2	protein_coding	0	3	1	124	4	0	1	0	0	0	0	6	0	106	1	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001206891.2	protein_coding	0	3	2	123	4	0	2	0	0	0	0	6	0	104	2	0	0	0	0	1	0	0	0	0	2	8
CTNND1	CTNND1	NM_001331.3	protein_coding	0	3	3	122	4	0	1	0	0	0	0	6	0	104	3	0	0	0	0	1	0	0	0	0	2	8
CTR9	CTR9	NM_001346279.2	protein_coding	0	2	4	98	0	0	0	0	0	0	0	14	0	71	4	0	0	0	0	0	0	0	0	0	2	13
CTR9	CTR9	NM_014633.5	protein_coding	0	2	4	98	0	0	0	0	0	0	0	14	0	71	4	0	0	0	0	0	0	0	0	0	2	13
CTSC	CTSC	NM_001114173.3	protein_coding	0	4	0	79	15	0	0	0	0	0	0	6	0	52	0	0	0	0	0	4	0	0	0	0	0	9
CTSC	CTSC	NM_001814.6	protein_coding	0	5	2	160	0	0	0	0	0	0	0	13	0	141	2	0	0	0	0	3	0	0	0	0	2	9
CTSC	CTSC	NM_148170.5	protein_coding	0	4	0	79	15	0	0	0	0	0	0	6	0	52	0	0	0	0	0	4	0	0	0	0	0	9
CTSD	CTSD	NM_001909.5	protein_coding	0	4	2	52	2	0	0	0	0	0	0	14	0	30	2	0	0	0	0	2	0	0	0	0	3	7
CTSF	CTSF	NM_003793.4	protein_coding	0	4	0	41	5	0	0	0	0	0	0	15	0	10	0	0	0	0	0	1	0	0	0	0	3	12
CTSW	CTSW	NM_001335.4	protein_coding	0	1	1	40	0	0	0	0	0	0	0	20	0	6	1	0	0	0	0	0	0	0	0	0	1	14
CTTN	CTTN	NM_001184740.2	protein_coding	0	4	2	118	1	0	0	0	0	0	0	4	0	102	2	0	0	0	0	0	0	0	0	0	4	11
CTTN	CTTN	NM_005231.4	protein_coding	0	4	2	118	2	0	0	0	0	0	0	4	0	101	2	0	0	0	0	0	0	0	0	0	4	11
CTTN	CTTN	NM_138565.2	protein_coding	0	4	2	118	2	0	0	0	0	0	0	4	0	101	2	0	0	0	0	0	0	0	0	0	4	11
CUL5	CUL5	NM_003478.6	protein_coding	0	3	0	252	9	0	1	0	0	0	0	15	0	228	0	0	0	0	0	2	0	0	0	0	1	1
CWC15	CWC15	NM_001363371.1	protein_coding	0	0	0	57	1	0	0	0	0	0	0	18	0	24	0	0	0	0	0	0	0	0	0	0	0	14
CWC15	CWC15	NM_001363372.1	protein_coding	0	0	0	57	1	0	0	0	0	0	0	18	0	24	0	0	0	0	0	0	0	0	0	0	0	14
CWC15	CWC15	NM_016403.4	protein_coding	0	0	0	56	1	0	0	0	0	0	0	18	0	24	0	0	0	0	0	0	0	0	0	0	0	13
CWF19L2	CWF19L2	NM_152434.2	protein_coding	1	3	4	408	5	0	0	0	0	0	0	39	0	355	4	0	0	0	0	1	0	1	0	0	2	10
CXCR5	CXCR5	NM_001716.5	protein_coding	0	2	1	35	5	0	1	0	0	0	0	8	0	13	1	0	0	0	0	0	0	0	0	0	2	8
CXCR5	CXCR5	NM_032966.2	protein_coding	0	2	1	18	3	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	2	8
CYB561A3	CYB561A3	NM_001161452.2	protein_coding	0	0	0	32	1	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	6
CYB561A3	CYB561A3	NM_001161454.1	protein_coding	0	0	0	43	1	0	0	0	0	0	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	11
CYB561A3	CYB561A3	NM_001300763.2	protein_coding	0	0	0	41	1	0	0	0	0	0	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	9
CYB561A3	CYB561A3	NM_153611.5	protein_coding	0	0	0	41	1	0	0	0	0	0	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	9
CYB5R2	CYB5R2	NM_001302826.2	protein_coding	0	1	2	72	6	0	0	0	0	0	0	17	0	38	2	0	0	0	0	0	0	0	0	0	1	11
CYB5R2	CYB5R2	NM_001302827.1	protein_coding	0	1	1	71	9	0	0	0	0	0	0	15	0	33	1	0	0	0	0	0	0	0	0	0	1	14
CYB5R2	CYB5R2	NM_016229.5	protein_coding	0	1	2	70	6	0	0	0	0	0	0	17	0	36	2	0	0	0	0	0	0	0	0	0	1	11
CYB5R2	CYB5R2	NR_126508.2		0	0	0	73	0	0	0	0	0	0	0	17	0	35	0	10	0	0	0	0	0	0	0	0	0	11
CYP2R1	CYP2R1	NM_024514.4	protein_coding	0	3	0	28	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	3	13
DAGLA	DAGLA	NM_006133.3	protein_coding	0	3	2	173	4	0	0	0	0	0	0	11	0	150	2	0	0	0	0	0	0	0	0	0	3	8
DBX1	DBX1	NM_001029865.4	protein_coding	0	2	1	41	0	0	0	0	0	0	0	13	0	15	1	0	0	0	0	0	0	0	0	0	2	13
DCDC1	DCDC1	NM_001367979.1	protein_coding	0	7	3	757	2	0	0	0	0	0	0	7	0	746	3	0	0	0	0	5	0	0	0	0	3	5
DCDC1	DCDC1	NM_020869.3	protein_coding	0	8	1	201	2	2	2	0	0	0	0	7	0	188	1	0	0	0	0	5	0	0	0	0	1	5
DCDC1	DCDC1	NM_181807.4	protein_coding	0	2	0	196	0	0	0	0	0	0	0	10	0	181	0	0	0	0	0	0	0	0	0	0	2	5
DCHS1	DCHS1	NM_003737.4	protein_coding	0	8	14	98	1	0	0	1	1	0	0	12	0	76	12	0	0	0	0	1	0	0	0	0	8	9
DCPS	DCPS	NM_001350236.2	protein_coding	0	4	2	148	12	0	0	0	0	0	1	8	0	119	1	0	0	0	0	0	0	0	0	0	4	9
DCPS	DCPS	NM_014026.6	protein_coding	0	4	2	148	12	0	0	0	0	0	1	8	0	119	1	0	0	0	0	0	0	0	0	0	4	9
DCUN1D5	DCUN1D5	NM_001318739.2	protein_coding	0	0	0	81	19	0	2	0	0	0	0	7	0	45	0	0	0	0	0	0	0	0	0	0	0	8
DCUN1D5	DCUN1D5	NM_001318740.2	protein_coding	0	0	0	81	19	0	2	0	0	0	0	7	0	45	0	0	0	0	0	0	0	0	0	0	0	8
DCUN1D5	DCUN1D5	NM_001318741.2	protein_coding	0	0	0	81	19	0	2	0	0	0	0	7	0	45	0	0	0	0	0	0	0	0	0	0	0	8
DCUN1D5	DCUN1D5	NM_032299.4	protein_coding	0	0	0	81	19	0	2	0	0	0	0	7	0	45	0	0	0	0	0	0	0	0	0	0	0	8
DDB1	DDB1	NM_001923.5	protein_coding	1	1	0	50	1	0	0	0	0	0	0	4	0	37	0	0	0	0	1	0	0	0	0	0	1	9
DDB2	DDB2	NM_000107.2	protein_coding	0	0	1	89	1	0	0	0	0	0	0	13	0	60	1	0	0	0	0	0	0	0	0	0	0	15
DDB2	DDB2	NM_001300734.1	protein_coding	0	0	1	89	1	0	0	0	0	0	0	13	0	60	1	0	0	0	0	0	0	0	0	0	0	15
DDI1	DDI1	NM_001001711.3	protein_coding	0	1	3	30	4	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	1	16
DDIAS	DDIAS	NM_001363481.2	protein_coding	0	0	4	82	3	0	1	0	0	0	0	10	0	58	4	0	0	0	0	0	0	0	0	0	0	10
DDIAS	DDIAS	NM_145018.4	protein_coding	0	0	4	82	3	0	1	0	0	0	0	10	0	58	4	0	0	0	0	0	0	0	0	0	0	10
DDX10	DDX10	NM_004398.4	protein_coding	0	0	4	561	1	0	0	0	0	1	1	18	0	529	2	0	0	0	0	1	0	0	0	0	0	13
DDX25	DDX25	NM_001330438.2	protein_coding	0	2	0	102	18	0	1	0	0	0	0	10	0	56	0	0	0	0	0	1	0	0	0	0	1	18
DDX25	DDX25	NM_013264.5	protein_coding	0	2	0	98	18	0	0	0	0	0	0	10	0	52	0	0	0	0	0	1	0	0	0	0	1	19
DDX6	DDX6	NM_001257191.2	protein_coding	0	0	0	152	15	0	1	0	0	0	0	13	0	114	0	0	0	0	0	0	0	0	0	0	0	9
DDX6	DDX6	NM_004397.6	protein_coding	0	0	0	152	15	0	1	0	0	0	0	13	0	114	0	0	0	0	0	0	0	0	0	0	0	9
DEAF1	DEAF1	NM_001293634.1.2	protein_coding	0	3	0	234	1	0	0	0	0	0	0	32	0	178	0	0	0	0	0	0	0	0	0	0	3	23
DEAF1	DEAF1	NM_001367390.1	protein_coding	0	5	0	274	1	1	1	0	0	0	0	32	0	221	0	0	0	0	0	0	0	0	0	0	4	19
DEAF1	DEAF1	NM_021008.3.2	protein_coding	0	4	0	233	1	0	0	0	0	0	0	32	0	177	0	0	0	0	0	0	0	0	0	0	4	23
DEFB108B	DEFB108B	NM_001002035.2	protein_coding	1	2	4	60	0	0	0	0	0	0	0	20	0	17	4	0	0	0	0	0	1	0	0	0	2	23
DEFB131B	DEFB131B	NM_001242853.1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	12	0	19	0	0	0	0	0	0	0	0	0	0	0	4
DENND2B	DENND2B	NM_005418.3	protein_coding	0	2	3	708	2	0	1	0	0	0	0	11	0	672	3	0	0	0	0	1	0	0	0	0	1	23
DENND2B	DENND2B	NM_139157.2	protein_coding	0	1	0	372	2	0	1	0	0	0	0	11	0	336	0	0	0	0	0	1	0	0	0	0	0	23
DENND2B	DENND2B	NM_213618.2	protein_coding	0	2	3	365	2	0	1	0	0	0	0	11	0	330	3	0	0	0	0	1	0	0	0	0	1	22
DENND5A	DENND5A	NM_001243254.2	protein_coding	0	1	2	346	3	0	0	0	0	0	0	19	0	314	2	0	0	0	0	1	0	0	0	0	0	11
DENND5A	DENND5A	NM_001348749.2	protein_coding	0	1	2	346	3	0	0	0	0	0	0	19	0	314	2	0	0	0	0	1	0	0	0	0	0	11
DENND5A	DENND5A	NM_001348750.2	protein_coding	0	1	2	346	3	0	0	0	0	0	0	19	0	314	2	0	0	0	0	1	0	0	0	0	0	11
DENND5A	DENND5A	NM_015213.4	protein_coding	0	1	2	346	3	0	0	0	0	0	0	19	0	314	2	0	0	0	0	1	0	0	0	0	0	11
DENND5A	DENND5A	NR_145966.2		0	1	0	348	0	0	0	0	0	0	0	19	0	314	0	5	0	0	0	1	0	0	0	0	0	11
DEPDC7	DEPDC7	NM_001077242.2	protein_coding	0	1	2	100	1	0	0	0	0	0	0	35	0	57	2	0	0	0	0	0	0	0	0	0	1	7
DEPDC7	DEPDC7	NM_139160.2	protein_coding	0	1	2	100	1	0	0	0	0	0	0	35	0	57	2	0	0	0	0	0	0	0	0	0	1	7
DEUP1	DEUP1	NM_181645.3	protein_coding	0	0	3	303	4	0	0	0	0	0	0	6	0	274	3	0	0	0	0	0	0	0	0	0	0	19
DGAT2	DGAT2	NM_001253891.1	protein_coding	0	1	1	64	2	0	0	0	0	0	0	9	0	49	1	0	0	0	0	0	0	0	0	0	1	4
DGAT2	DGAT2	NM_032564.5	protein_coding	0	1	1	64	2	0	0	0	0	0	0	9	0	49	1	0	0	0	0	0	0	0	0	0	1	4
DGKZ	DGKZ	NM_001105540.2	protein_coding	0	3	4	36	2	0	0	0	0	0	0	5	0	23	4	0	0	0	0	1	0	0	0	0	2	7
DGKZ	DGKZ	NM_001199266.2	protein_coding	0	2	5	65	2	0	0	0	0	0	0	5	0	49	5	0	0	0	0	1	0	0	0	0	1	10
DGKZ	DGKZ	NM_001199267.2	protein_coding	0	2	5	65	2	0	0	0	0	0	0	5	0	49	5	0	0	0	0	1	0	0	0	0	1	10
DGKZ	DGKZ	NM_001199268.2	protein_coding	0	2	5	65	2	0	0	0	0	0	0	5	0	49	5	0	0	0	0	1	0	0	0	0	1	10
DGKZ	DGKZ	NM_003646.4	protein_coding	0	2	5	65	2	0	0	0	0	0	0	5	0	49	5	0	0	0	0	1	0	0	0	0	1	10
DGKZ	DGKZ	NM_201532.3	protein_coding	0	2	3	86	2	0	0	0	0	0	0	5	0	71	3	0	0	0	0	1	0	0	0	0	1	9
DGKZ	DGKZ	NM_201533.3	protein_coding	0	2	3	71	2	0	0	0	0	0	0	5	0	57	3	0	0	0	0	1	0	0	0	0	1	8
DHCR7	DHCR7	NM_001163817.2	protein_coding	0	8	0	69	7	0	1	0	0	0	0	14	0	35	0	0	0	0	0	1	0	0	0	0	7	13
DHCR7	DHCR7	NM_001360.2	protein_coding	0	8	0	70	7	0	1	0	0	0	0	14	0	35	0	0	0	0	0	1	0	0	0	0	7	14
DISC1FP1	DISC1FP1	NR_104190.1		0	0	0	1778	0	0	0	0	0	0	0	13	0	1760	0	1	0	0	0	0	0	0	0	0	0	4
DIXDC1	DIXDC1	NM_001037954.4	protein_coding	0	1	0	122	8	0	0	0	0	0	0	10	0	97	0	0	0	0	0	0	0	0	0	0	1	7
DIXDC1	DIXDC1	NM_001278542.1	protein_coding	0	0	1	78	4	0	2	0	0	0	0	8	0	52	1	0	0	0	0	1	0	0	0	0	0	12
DIXDC1	DIXDC1	NM_033425.4	protein_coding	0	1	0	75	8	0	0	0	0	0	0	10	0	50	0	0	0	0	0	0	0	0	0	0	1	7
DKK3	DKK3	NM_001018057.1	protein_coding	0	0	2	170	3	0	0	0	0	0	0	10	0	147	2	0	0	0	0	0	0	0	0	0	0	10
DKK3	DKK3	NM_001330220.2	protein_coding	0	0	2	171	3	0	0	0	0	0	0	10	0	148	2	0	0	0	0	0	0	0	0	0	0	10
DKK3	DKK3	NM_013253.4	protein_coding	0	0	2	171	3	0	0	0	0	0	0	10	0	148	2	0	0	0	0	0	0	0	0	0	0	10
DKK3	DKK3	NM_015881.5	protein_coding	0	0	2	170	3	0	0	0	0	0	0	10	0	147	2	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372031.1	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372032.1	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372033.1	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372034.1	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372035.1	protein_coding	0	0	2	85	3	0	0	0	0	0	0	5	0	67	2	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372036.1	protein_coding	0	1	2	84	3	0	0	0	0	0	0	5	0	66	2	0	0	0	0	0	0	0	0	0	1	10
DLAT	DLAT	NM_001372037.1	protein_coding	0	1	2	84	3	0	0	0	0	0	0	5	0	66	2	0	0	0	0	0	0	0	0	0	1	10
DLAT	DLAT	NM_001372038.1	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372039.1	protein_coding	0	0	2	85	3	0	0	0	0	0	0	5	0	67	2	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372040.1	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372041.1	protein_coding	0	0	1	86	3	0	0	0	0	0	0	5	0	68	1	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001372042.1	protein_coding	0	0	2	85	3	0	1	0	0	0	0	5	0	66	2	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NM_001931.5	protein_coding	0	0	3	84	3	0	0	0	0	0	0	5	0	66	3	0	0	0	0	0	0	0	0	0	0	10
DLAT	DLAT	NR_164072.1		0	0	0	87	0	0	0	0	0	0	0	5	0	67	0	5	0	0	0	0	0	0	0	0	0	10
DLG2	DLG2	NM_001142699.1	protein_coding	0	1	1	4465	7	0	1	0	0	0	0	11	0	4437	1	0	0	0	0	0	0	0	0	0	1	9
DLG2	DLG2	NM_001142700.2	protein_coding	0	1	2	2149	7	0	0	0	0	0	0	11	0	2115	2	0	0	0	0	0	0	0	0	0	1	16
DLG2	DLG2	NM_001142702.1	protein_coding	0	1	1	578	7	0	0	0	0	0	0	11	0	553	1	0	0	0	0	0	0	0	0	0	1	7
DLG2	DLG2	NM_001206769.1	protein_coding	0	1	1	2214	7	0	0	0	0	0	0	11	0	2185	1	0	0	0	0	0	0	0	0	0	1	11
DLG2	DLG2	NM_001300983.1	protein_coding	0	1	1	3297	7	0	0	0	0	0	0	11	0	3263	1	0	0	0	0	0	0	0	0	0	1	16
DLG2	DLG2	NM_001351274.2	protein_coding	0	1	2	4464	7	0	2	0	0	0	0	11	0	4437	2	0	0	0	0	0	0	0	0	0	1	7
DLG2	DLG2	NM_001351275.1	protein_coding	0	1	2	4464	7	0	2	0	0	0	0	11	0	4437	2	0	0	0	0	0	0	0	0	0	1	7
DLG2	DLG2	NM_001351276.2	protein_coding	0	1	1	2860	7	0	0	0	0	0	0	11	0	2832	1	0	0	0	0	0	0	0	0	0	1	10
DLG2	DLG2	NM_001364.3	protein_coding	0	1	1	3297	7	0	0	0	0	0	0	11	0	3263	1	0	0	0	0	0	0	0	0	0	1	16
DNAJB13	DNAJB13	NM_153614.3	protein_coding	0	2	1	78	1	0	1	0	0	0	0	17	0	54	1	0	0	0	0	0	0	0	0	0	2	5
DNAJC24	DNAJC24	NM_181706.5	protein_coding	0	0	0	118	2	0	0	0	0	0	0	8	0	92	0	0	0	0	0	0	0	0	0	0	0	16
DNAJC4	DNAJC4	NM_001307980.1	protein_coding	0	0	1	42	0	0	0	0	0	0	0	17	0	8	1	0	0	0	0	0	0	0	0	0	0	17
DNAJC4	DNAJC4	NM_001307981.1	protein_coding	0	0	1	42	0	0	0	0	0	0	0	17	0	8	1	0	0	0	0	0	0	0	0	0	0	17
DNAJC4	DNAJC4	NM_005528.3	protein_coding	0	0	1	42	0	0	0	0	0	0	0	17	0	8	1	0	0	0	0	0	0	0	0	0	0	17
DNHD1	DNHD1	NM_144666.2	protein_coding	0	12	21	193	0	0	1	0	0	0	1	12	0	168	20	0	0	0	0	3	0	0	0	0	10	14
DNHD1	DNHD1	NM_173589.4	protein_coding	0	6	5	85	2	0	2	0	0	0	0	8	0	60	5	0	0	0	0	2	0	0	0	0	4	14
DOC2GP	DOC2GP	NR_033791.1		0	0	0	29	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	14
DPAGT1	DPAGT1	NM_001382.4	protein_coding	0	0	3	43	2	0	0	0	0	0	0	15	0	11	3	0	0	0	0	0	0	0	0	0	0	15
DPF2	DPF2	NM_001330308.2	protein_coding	0	1	0	48	5	0	0	0	0	0	0	7	0	32	0	0	0	0	0	1	0	0	0	0	0	5
DPF2	DPF2	NM_006268.5	protein_coding	0	1	0	48	5	0	0	0	0	0	0	7	0	32	0	0	0	0	0	1	0	0	0	0	0	5
DPP3	DPP3	NM_001256670.2	protein_coding	0	1	4	78	1	0	0	0	0	0	0	12	0	55	4	0	0	0	0	0	0	0	0	0	1	10
DPP3	DPP3	NM_005700.5	protein_coding	0	1	4	78	1	0	0	0	0	0	0	12	0	55	4	0	0	0	0	0	0	0	0	0	1	10
